# These data have not received director's approval and as such are provisional and are subject to revision. The data are released on the conditions that neither the USGS nor the United States Government may be held liable for any damages resulting from its use.,,,,,,,,,,
#,,,,,,,,,,
#SITE_ABB: A text abbreviation of the site name primarily for use within the National Water Quality Program,,,,,,,,,,
#SITE_QW_ID: Unique USGS station number indicating location where water-quality samples are collected (Note that opening this file in Excel may cause leading zeros to be dropped from this field unless imported into an open worksheet and changing columns A and B to text),,,,,,,,,,
#SITE_FLOW_ID: Typically a unique USGS station number indicating location where streamflow data is recorded. In some instances these data are obtained from outside sources--in those cases the site number used by that entity is displayed, if no site number is available an abbreviated indicator of the collecting agency is displayed  (Note that opening this file in Excel may cause leading zeros to be dropped from this field unless imported into an open worksheet and changing columns A and B to text) ,,,,,,,,,
#CONSTIT: A character abbreviation indicative of the water-quality constituent being reported. Values include NO3_NO2: nitrate plus nitrite, filtered as N; TN: total nitrogen as N; TP: total phosphorus as P; SSC: suspended-sediment concentration; NH3: ammonia, filtered as N; OP: orthophosphate, filtered, as P; TKN: total Kjeldahl nitrogen, as N; SI: silica, filtered, as SiO2,,,
#WY: A numeric identifier of the water year in which data were recorded.  A water year is defined as the 12-month period October 1, for any given year through September 30, of the following year. The water year is designated by the calendar year in which it ends.,,,,,,,,
#MODTYPE: A character indicator of the type of model used to compute water-quality loads. Values include COMP indicating the composite method; CONTIN indicating loads were computed through the use of continuous nitrate data; DAILY indicating data were computed using daily values (SSC only); REG indicating models were computed using regression methods described in the technical information portion of the website using a 5-year moving window; REG_2; REG_3; REG_4 indicating models were computed using regression methods described in the technical information portion of the website but with a 2 3 or 4-year moving windows (respectively) as opposed to a 5-year moving window; REG_PRELIM indicating that a model was developed using data collecting during the initial 2-4 years in which a site was sampled; models at these sites will continue to be updated until 5 years of data are collected; and REGHIST indicating that models were computed according to procedures described in Aulenbach and others (2007),,,,,,,,,,
#TONS: Annual water-quality load measured in tons,,,,,,,,,,
#TONS_L95: Lower 95 percent confidence interval about the annual water-quality load measured in tons. NA values indicate that confidence intervals were not computed.,,,,,,,,,,
#TONS_U95: Upper 95 percent confidence interval about the annual water-quality load measured in tons. NA values indicate that confidence intervals were not computed.,,,,,,,,,,
#FWC: Flow-weighted constituent concentration in milligrams per liter per year,,,,,,,,,,
#YIELD: Water-quality constituent yield; in tons per square mile; defined as the load divided by the upstream drainage area of the water-quality site.  Yields are not computed (and are listed as NA) for Mississippi and Atchafalaya River sites downstream from the Old River diversion.,,,,,,,,,,
SITE_ABB,SITE_QW_ID,SITE_FLOW_ID,CONSTIT,WY,MODTYPE,TONS,TONS_L95,TONS_U95,FWC,YIELD
WINN,1209710,1209700,SI,2002,REG,162,144,181,5.93,4.91
WINN,1209710,1209700,SI,2003,REG,539,472,635,8.35,16.3
WINN,1209710,1209700,SI,2004,REG,608,525,728,8.28,18.4
WINN,1209710,1209700,SI,2005,REG,527,447,635,9.16,16
WINN,1209710,1209700,SI,2006,REG,590,525,676,6.58,17.9
WINN,1209710,1209700,SI,2007,REG,497,462,533,6.31,15.1
WINN,1209710,1209700,SI,2008,REG,378,355,403,7.07,11.5
WINN,1209710,1209700,SI,2009,REG,426,403,450,7.37,12.9
WINN,1209710,1209700,SI,2010,REG,494,451,544,6.52,15
WINN,1209710,1209700,SI,2011,REG,586,559,614,6.95,17.8
WINN,1209710,1209700,SI,2012,REG,424,410,439,8.41,12.8
WINN,1209710,1209700,SI,2013,REG,332,311,353,6.55,10.1
WINN,1209710,1209700,SI,2014,REG,289,271,308,6.23,8.76
WINN,1209710,1209700,SI,2015,REG,293,275,312,6.82,8.88
WINN,1209710,1209700,SSC,1995,REG_4,206,129,314,5.76,6.24
WINN,1209710,1209700,SSC,1997,REG_4,289,182,438,3.6,8.76
WINN,1209710,1209700,SSC,1998,REG_4,190,150,242,3.26,5.76
WINN,1209710,1209700,SSC,1999,REG_4,196,139,301,3.93,5.94
WINN,1209710,1209700,SSC,2000,REG_4,333,209,512,7.14,10.1
WINN,1209710,1209700,SSC,2001,REG,297,233,378,7.23,9
WINN,1209710,1209700,SSC,2002,REG,172,132,220,6.29,5.21
WINN,1209710,1209700,SSC,2003,REG,292,230,367,4.52,8.85
WINN,1209710,1209700,SSC,2004,REG,271,206,359,3.69,8.21
WINN,1209710,1209700,SSC,2005,REG,189,135,264,3.29,5.73
WINN,1209710,1209700,SSC,2006,REG,193,127,292,2.15,5.85
WINN,1209710,1209700,SSC,2010,REG_3,289,153,497,3.82,8.76
WINN,1209710,1209700,SSC,2013,REG_3,213,137,316,4.2,6.45
WINN,1209710,1209700,SSC,2014,REG_3,124,87.2,171,2.67,3.76
WINN,1209710,1209700,SSC,2015,REG_3,129,112,148,3,3.91
WINN,1209710,1209700,SSC,2016,REG_4,105,91.5,121,2.99,3.18
WINN,1209710,1209700,TN,1993,REG,38.5,32,45.9,0.663,1.17
WINN,1209710,1209700,TN,1994,REG,37.5,32.1,43.6,0.7,1.14
WINN,1209710,1209700,TN,1995,REG,24.2,20.5,28.4,0.677,0.733
WINN,1209710,1209700,TN,1996,REG,45.6,38.4,53.8,0.693,1.38
WINN,1209710,1209700,TN,1997,REG,52.8,43.6,63.4,0.658,1.6
WINN,1209710,1209700,TN,1998,REG,41.3,33.4,51.3,0.71,1.25
WINN,1209710,1209700,TN,1999,REG,35,27.9,43.7,0.701,1.06
WINN,1209710,1209700,TN,2000,REG,37.8,32.1,44.4,0.811,1.15
WINN,1209710,1209700,TN,2001,REG,36.1,30.9,42,0.879,1.09
WINN,1209710,1209700,TN,2002,REG,22.3,20.1,24.6,0.816,0.676
WINN,1209710,1209700,TN,2003,REG,55.9,51.3,61,0.866,1.69
WINN,1209710,1209700,TN,2004,REG,74.1,60.5,91,1.01,2.25
WINN,1209710,1209700,TN,2005,REG,52.6,46.8,59.2,0.915,1.59
WINN,1209710,1209700,TN,2006,REG,95.2,74.2,129,1.06,2.88
WINN,1209710,1209700,TN,2007,REG,73.9,63.6,85.4,0.939,2.24
WINN,1209710,1209700,TN,2008,REG,48.8,44,54,0.913,1.48
WINN,1209710,1209700,TN,2009,REG,49.5,45.5,53.7,0.857,1.5
WINN,1209710,1209700,TN,2010,REG,76.6,68.4,85.6,1.01,2.32
WINN,1209710,1209700,TN,2011,REG,80.8,72.6,89.8,0.958,2.45
WINN,1209710,1209700,TN,2012,REG,43.1,40.3,46,0.854,1.31
WINN,1209710,1209700,TN,2013,REG,46.2,42.8,49.7,0.911,1.4
WINN,1209710,1209700,TN,2014,REG,44.9,40.6,49.5,0.968,1.36
WINN,1209710,1209700,TN,2015,REG,43.5,41.7,45.4,1.01,1.32
WINN,1209710,1209700,TN,2016,REG,32.5,31.1,33.9,0.926,0.985
WINN,1209710,1209700,TP,1993,REG,1.54,1.17,1.99,0.0265,0.0467
WINN,1209710,1209700,TP,1994,REG,2.28,1.84,2.79,0.0426,0.0691
WINN,1209710,1209700,TP,1995,REG,1.21,0.951,1.52,0.0338,0.0367
WINN,1209710,1209700,TP,1996,REG,2.77,2.21,3.43,0.0421,0.0839
WINN,1209710,1209700,TP,1997,REG,2.65,1.92,3.57,0.033,0.0803
WINN,1209710,1209700,TP,1998,REG,1.74,1.42,2.15,0.0299,0.0527
WINN,1209710,1209700,TP,1999,REG,1.85,1.41,2.52,0.0371,0.0561
WINN,1209710,1209700,TP,2000,REG,2.05,1.74,2.39,0.044,0.0621
WINN,1209710,1209700,TP,2001,REG,1.93,1.63,2.3,0.047,0.0585
WINN,1209710,1209700,TP,2002,REG,1.45,1.21,1.72,0.0531,0.0439
WINN,1209710,1209700,TP,2003,REG,3.08,2.55,3.7,0.0477,0.0933
WINN,1209710,1209700,TP,2004,REG,3.59,2.95,4.39,0.0489,0.109
WINN,1209710,1209700,TP,2005,REG,2.32,1.99,2.7,0.0403,0.0703
WINN,1209710,1209700,TP,2006,REG,13.8,5.01,48.9,0.154,0.418
WINN,1209710,1209700,TP,2007,REG,7.4,3.2,14.9,0.094,0.224
WINN,1209710,1209700,TP,2008,REG,3.13,2.15,4.42,0.0586,0.0948
WINN,1209710,1209700,TP,2009,REG,3.11,2.53,3.78,0.0538,0.0942
WINN,1209710,1209700,TP,2010,REG,3.51,2.77,4.38,0.0463,0.106
WINN,1209710,1209700,TP,2011,REG,4.54,2.95,6.69,0.0539,0.138
WINN,1209710,1209700,TP,2012,REG,1.78,1.55,2.04,0.0353,0.0539
WINN,1209710,1209700,TP,2013,REG,2.19,1.79,2.64,0.0432,0.0664
WINN,1209710,1209700,TP,2014,REG,1.65,1.41,1.93,0.0356,0.05
WINN,1209710,1209700,TP,2015,REG,1.32,1.22,1.42,0.0307,0.04
WINN,1209710,1209700,TP,2016,REG,1.22,1.15,1.29,0.0348,0.037
CANA,1349150,1349150,NH3,1994,REG,8.43,6.09,11.7,0.0967,0.141
CANA,1349150,1349150,NH3,1995,REG,2.36,1.64,3.36,0.0631,0.0395
CANA,1349150,1349150,NH3,1996,REG,6.07,4.32,8.75,0.0676,0.102
CANA,1349150,1349150,NH3,1997,REG,5.8,4.06,8.19,0.0587,0.0972
CANA,1349150,1349150,NH3,1998,REG,5.44,3.78,7.62,0.0653,0.0911
CANA,1349150,1349150,NH3,1999,REG,2.21,1.56,3.13,0.0564,0.037
CANA,1349150,1349150,NH3,2000,REG,4.41,2.89,6.66,0.0366,0.0739
CANA,1349150,1349150,NH3,2001,REG,3.21,2.03,4.89,0.0408,0.0538
CANA,1349150,1349150,NH3,2002,REG,1.27,0.868,1.82,0.024,0.0213
CANA,1349150,1349150,NH3,2003,REG,3.05,2.37,3.91,0.0256,0.0511
CANA,1349150,1349150,NH3,2004,REG,2.11,1.64,2.75,0.0209,0.0353
CANA,1349150,1349150,NH3,2005,REG,1.1,0.775,1.59,0.0153,0.0184
CANA,1349150,1349150,NH3,2006,REG,1.86,1.57,2.19,0.0141,0.0312
CANA,1349150,1349150,NH3,2007,REG,3.51,1.47,7.2,0.0323,0.0588
CANA,1349150,1349150,NH3,2011,REG_4,9.41,4.48,17.6,0.0587,0.158
CANA,1349150,1349150,NH3,2013,REG_4,6.52,2.84,12.9,0.0651,0.109
CANA,1349150,1349150,NH3,2014,REG_4,3.81,1.67,7.96,0.0559,0.0638
CANA,1349150,1349150,NH3,2015,REG_4,2.2,1.63,2.91,0.0339,0.0369
CANA,1349150,1349150,NH3,2016,REG_4,1.42,0.713,2.58,0.03,0.0238
CANA,1349150,1349150,NO3_NO2,1994,REG,139,93.5,206,1.59,2.33
CANA,1349150,1349150,NO3_NO2,1995,REG,54.5,35.2,83.1,1.46,0.913
CANA,1349150,1349150,NO3_NO2,1996,REG,145,98,211,1.62,2.43
CANA,1349150,1349150,NO3_NO2,1997,REG,169,109,257,1.71,2.83
CANA,1349150,1349150,NO3_NO2,1998,REG,124,78.8,188,1.49,2.08
CANA,1349150,1349150,NO3_NO2,1999,REG,70.3,40.9,121,1.8,1.18
CANA,1349150,1349150,NO3_NO2,2000,REG,153,108,214,1.27,2.56
CANA,1349150,1349150,NO3_NO2,2001,REG,72.9,50.1,104,0.926,1.22
CANA,1349150,1349150,NO3_NO2,2002,REG,70.3,43.1,109,1.33,1.18
CANA,1349150,1349150,NO3_NO2,2003,REG,107,78.5,144,0.897,1.79
CANA,1349150,1349150,NO3_NO2,2004,REG,68.5,50.2,92.5,0.679,1.15
CANA,1349150,1349150,NO3_NO2,2005,REG,38.9,23.7,64,0.542,0.652
CANA,1349150,1349150,NO3_NO2,2006,REG,95.9,52.6,163,0.725,1.61
CANA,1349150,1349150,NO3_NO2,2007,REG,72.6,47.3,107,0.668,1.22
CANA,1349150,1349150,NO3_NO2,2011,REG_4,71.9,65.4,79,0.448,1.2
CANA,1349150,1349150,NO3_NO2,2013,REG_4,60.6,54.7,67.1,0.605,1.02
CANA,1349150,1349150,NO3_NO2,2014,REG_4,48.8,42.2,56.7,0.716,0.817
CANA,1349150,1349150,NO3_NO2,2015,REG_4,55.4,49.8,61.6,0.854,0.928
CANA,1349150,1349150,NO3_NO2,2016,REG_4,30.3,26.9,34.2,0.64,0.508
CANA,1349150,1349150,OP,1994,REG,3.17,2.3,4.42,0.0364,0.0531
CANA,1349150,1349150,OP,1995,REG,0.968,0.634,1.45,0.0259,0.0162
CANA,1349150,1349150,OP,1996,REG,3.24,2.32,4.69,0.0361,0.0543
CANA,1349150,1349150,OP,1997,REG,3.89,2.72,5.52,0.0394,0.0652
CANA,1349150,1349150,OP,1998,REG,3.3,2.28,4.66,0.0396,0.0553
CANA,1349150,1349150,OP,1999,REG,1.32,0.996,1.77,0.0337,0.0221
CANA,1349150,1349150,OP,2000,REG,2.79,2.3,3.38,0.0232,0.0467
CANA,1349150,1349150,OP,2001,REG,2.08,1.46,2.88,0.0264,0.0348
CANA,1349150,1349150,OP,2002,REG,0.584,0.421,0.793,0.011,0.00978
CANA,1349150,1349150,OP,2003,REG,1.37,1.12,1.67,0.0115,0.0229
CANA,1349150,1349150,OP,2004,REG,1,0.785,1.29,0.00991,0.0168
CANA,1349150,1349150,OP,2005,REG,0.653,0.427,0.995,0.0091,0.0109
CANA,1349150,1349150,OP,2006,REG,2.94,1.95,4.27,0.0222,0.0492
CANA,1349150,1349150,OP,2007,REG,2.47,1.76,3.4,0.0227,0.0414
CANA,1349150,1349150,OP,2011,REG_4,2.56,2.15,3.06,0.016,0.0429
CANA,1349150,1349150,OP,2013,REG_4,1.25,1,1.53,0.0125,0.0209
CANA,1349150,1349150,OP,2014,REG_4,0.889,0.683,1.17,0.0131,0.0149
CANA,1349150,1349150,OP,2015,REG_4,1.07,0.843,1.33,0.0165,0.0179
CANA,1349150,1349150,SI,1994,REG,446,314,643,5.12,7.47
CANA,1349150,1349150,SI,1995,REG,182,118,278,4.87,3.05
CANA,1349150,1349150,SI,1996,REG,425,305,638,4.74,7.12
CANA,1349150,1349150,SI,1997,REG,539,392,744,5.45,9.03
CANA,1349150,1349150,SI,1998,REG,425,307,580,5.1,7.12
CANA,1349150,1349150,SI,1999,REG,203,136,307,5.18,3.4
CANA,1349150,1349150,SI,2000,REG,669,520,873,5.56,11.2
CANA,1349150,1349150,SI,2001,REG,399,283,553,5.07,6.68
CANA,1349150,1349150,SSC,1994,REG,4230,1680,9620,48.5,70.9
CANA,1349150,1349150,SSC,1995,REG,1170,588,2210,31.3,19.6
CANA,1349150,1349150,SSC,1996,REG,7580,3900,14300,84.5,127
CANA,1349150,1349150,SSC,1997,REG,10600,3900,25100,107,178
CANA,1349150,1349150,SSC,1998,REG,7000,2320,16900,84,117
CANA,1349150,1349150,SSC,1999,REG,1740,922,3220,44.4,29.1
CANA,1349150,1349150,SSC,2000,REG,26500,9510,65900,220,444
CANA,1349150,1349150,SSC,2001,REG,17100,5400,41900,217,286
CANA,1349150,1349150,SSC,2002,REG,7170,1280,23500,136,120
CANA,1349150,1349150,SSC,2003,REG,22000,6580,59400,184,369
CANA,1349150,1349150,SSC,2004,REG,17000,5170,48200,169,285
CANA,1349150,1349150,SSC,2011,REG_4,19400,10100,34200,121,325
CANA,1349150,1349150,SSC,2013,REG_4,9850,4890,17800,98.3,165
CANA,1349150,1349150,SSC,2014,REG_4,4980,2450,9480,73.1,83.4
CANA,1349150,1349150,SSC,2015,REG_4,2520,1830,3400,38.9,42.2
CANA,1349150,1349150,TN,1994,REG,170,135,213,1.95,2.85
CANA,1349150,1349150,TN,1995,REG,61.5,48.2,78,1.64,1.03
CANA,1349150,1349150,TN,1996,REG,172,138,215,1.92,2.88
CANA,1349150,1349150,TN,1997,REG,206,159,265,2.08,3.45
CANA,1349150,1349150,TN,1998,REG,163,127,207,1.96,2.73
CANA,1349150,1349150,TN,1999,REG,87.3,67,113,2.23,1.46
CANA,1349150,1349150,TN,2000,REG,315,251,392,2.62,5.28
CANA,1349150,1349150,TN,2001,REG,176,128,238,2.24,2.95
CANA,1349150,1349150,TN,2002,REG,103,77,136,1.95,1.73
CANA,1349150,1349150,TN,2003,REG,248,201,305,2.08,4.15
CANA,1349150,1349150,TN,2013,REG_PRELIM,123,114,131,1.23,2.06
CANA,1349150,1349150,TN,2014,REG_PRELIM,86.7,79.1,95.1,1.27,1.45
CANA,1349150,1349150,TN,2015,REG_PRELIM,87,81.1,93.3,1.34,1.46
CANA,1349150,1349150,TN,2016,REG_PRELIM,56.3,51.8,61.1,1.19,0.943
CANA,1349150,1349150,TP,1994,REG,13,7.92,20.6,0.149,0.218
CANA,1349150,1349150,TP,1995,REG,2.81,1.72,4.43,0.0752,0.0471
CANA,1349150,1349150,TP,1996,REG,12.5,7.75,20,0.139,0.209
CANA,1349150,1349150,TP,1997,REG,14.3,7.77,24.9,0.145,0.24
CANA,1349150,1349150,TP,1998,REG,12.3,6.52,21.3,0.148,0.206
CANA,1349150,1349150,TP,1999,REG,3.9,2.26,6.61,0.0996,0.0653
CANA,1349150,1349150,TP,2000,REG,22.8,11.2,43.9,0.189,0.382
CANA,1349150,1349150,TP,2001,REG,17.2,6.52,37.9,0.218,0.288
CANA,1349150,1349150,TP,2002,REG,8.13,2.5,20.1,0.154,0.136
CANA,1349150,1349150,TP,2003,REG,34.2,14.3,73.2,0.287,0.573
CANA,1349150,1349150,TP,2004,REG,39.5,14,94.4,0.392,0.662
CANA,1349150,1349150,TP,2005,REG,101,25.1,279,1.41,1.69
CANA,1349150,1349150,TP,2006,REG,160,10.5,750,1.21,2.68
CANA,1349150,1349150,TP,2007,REG,24.4,12.3,43.9,0.225,0.409
CANA,1349150,1349150,TP,2011,REG_4,118,54.8,223,0.735,1.98
CANA,1349150,1349150,TP,2013,REG_4,55.5,26.1,104,0.554,0.93
CANA,1349150,1349150,TP,2014,REG_4,28,11.1,60.8,0.411,0.469
CANA,1349150,1349150,TP,2015,REG_4,8.01,5.92,10.6,0.124,0.134
POUG,1372043,1372058,NH3,2012,REG,728,563,927,0.0418,0.0622
POUG,1372043,1372058,NH3,2013,REG,1150,894,1470,0.0481,0.0983
POUG,1372043,1372058,NH3,2014,REG,1120,803,1530,0.0487,0.0957
POUG,1372043,1372058,NH3,2015,REG,1260,985,1600,0.0598,0.108
POUG,1372043,1372058,NO3_NO2,2012,REG,7600,7240,7970,0.437,0.65
POUG,1372043,1372058,NO3_NO2,2013,REG,11400,10800,12000,0.476,0.974
POUG,1372043,1372058,NO3_NO2,2014,REG,12500,11600,13300,0.544,1.07
POUG,1372043,1372058,NO3_NO2,2015,REG,11300,10500,12100,0.536,0.966
POUG,1372043,1372058,NO3_NO2,2016,REG,8870,8310,9460,0.469,0.758
POUG,1372043,1372058,OP,2012,REG,369,317,427,0.0212,0.0315
POUG,1372043,1372058,OP,2013,REG,535,468,610,0.0224,0.0457
POUG,1372043,1372058,OP,2014,REG,493,412,586,0.0215,0.0421
POUG,1372043,1372058,OP,2015,REG,455,414,500,0.0216,0.0389
POUG,1372043,1372058,SI,2012,REG,94200,68200,127000,5.41,8.05
POUG,1372043,1372058,SI,2013,REG,121000,93100,156000,5.06,10.3
POUG,1372043,1372058,SI,2014,REG,99500,74200,131000,4.33,8.5
POUG,1372043,1372058,SI,2015,REG,94000,68800,125000,4.46,8.03
POUG,1372043,1372058,TN,2012,REG,15200,14400,16000,0.873,1.3
POUG,1372043,1372058,TN,2013,REG,21400,20200,22600,0.894,1.83
POUG,1372043,1372058,TN,2014,REG,20900,19700,22100,0.91,1.79
POUG,1372043,1372058,TN,2015,REG,19300,18300,20200,0.916,1.65
POUG,1372043,1372058,TN,2016,REG,16600,15700,17400,0.878,1.419
POUG,1372043,1372058,TP,2012,REG,1500,1340,1670,0.0862,0.128
POUG,1372043,1372058,TP,2013,REG,2340,2090,2610,0.0978,0.2
POUG,1372043,1372058,TP,2014,REG,2130,1920,2350,0.0927,0.182
POUG,1372043,1372058,TP,2015,REG,1720,1520,1940,0.0816,0.147
POUG,1372043,1372058,TP,2016,REG,1400,1240,1580,0.074,0.12
CLAY,1435000,1435000,NH3,2001,REG,7.15,1.97,19,0.047,0.107
CLAY,1435000,1435000,NH3,2002,REG,3.38,2.78,4.07,0.0264,0.0508
CLAY,1435000,1435000,NH3,2003,REG,3.82,2.91,4.96,0.0161,0.0574
CLAY,1435000,1435000,NH3,2004,REG,3.48,1.99,5.71,0.0125,0.0523
CLAY,1435000,1435000,NH3,2005,REG,2.98,0.819,9.86,0.0148,0.0447
CLAY,1435000,1435000,NH3,2006,REG,3.3,1.81,5.58,0.0123,0.0495
CLAY,1435000,1435000,NH3,2007,REG,3.09,2.36,4,0.0149,0.0464
CLAY,1435000,1435000,NH3,2008,REG,4.89,3.9,6.11,0.0206,0.0734
CLAY,1435000,1435000,NH3,2009,REG,6.88,5.61,8.38,0.0281,0.103
CLAY,1435000,1435000,NH3,2010,REG,6.21,4.95,7.73,0.0315,0.0932
CLAY,1435000,1435000,NH3,2011,REG,11.2,9.26,13.5,0.0322,0.168
CLAY,1435000,1435000,NH3,2012,REG,1.2,0.999,1.43,0.00626,0.018
CLAY,1435000,1435000,NO3_NO2,1999,REG,29.3,22.2,38.2,0.201,0.44
CLAY,1435000,1435000,NO3_NO2,2000,REG,41.1,34.9,48.5,0.181,0.617
CLAY,1435000,1435000,NO3_NO2,2001,REG,37.6,29.9,46.8,0.247,0.565
CLAY,1435000,1435000,NO3_NO2,2002,REG,31.7,28.7,34.9,0.247,0.476
CLAY,1435000,1435000,NO3_NO2,2003,REG,57.1,51,63.7,0.24,0.857
CLAY,1435000,1435000,NO3_NO2,2004,REG,85.4,76,95.8,0.306,1.28
CLAY,1435000,1435000,NO3_NO2,2005,REG,77,64.9,90.8,0.383,1.16
CLAY,1435000,1435000,NO3_NO2,2006,REG,79.7,70.8,89.4,0.298,1.2
CLAY,1435000,1435000,NO3_NO2,2007,REG,80.9,72.4,90.1,0.389,1.21
CLAY,1435000,1435000,NO3_NO2,2008,REG,76.3,68.2,85.2,0.321,1.15
CLAY,1435000,1435000,NO3_NO2,2009,REG,39.6,35.8,43.7,0.162,0.595
CLAY,1435000,1435000,NO3_NO2,2010,REG,33.8,29,39.1,0.171,0.508
CLAY,1435000,1435000,NO3_NO2,2011,REG,71.2,57.9,86.7,0.205,1.07
CLAY,1435000,1435000,NO3_NO2,2012,REG,52.5,42.1,64.8,0.274,0.788
CLAY,1435000,1435000,NO3_NO2,2013,REG,35.3,31.6,39.2,0.19,0.53
CLAY,1435000,1435000,NO3_NO2,2014,REG,64.4,51.7,79.6,0.316,0.967
CLAY,1435000,1435000,NO3_NO2,2015,REG,46.7,42.2,51.7,0.291,0.701
CLAY,1435000,1435000,NO3_NO2,2016,REG,33.6,30,37.6,0.219,0.505
CLAY,1435000,1435000,OP,2007,REG,0.753,0.686,0.825,0.00362,0.0113
CLAY,1435000,1435000,OP,2008,REG,0.853,0.794,0.917,0.00358,0.0128
CLAY,1435000,1435000,OP,2009,REG,0.851,0.795,0.912,0.00348,0.0128
CLAY,1435000,1435000,OP,2010,REG,1.1,1.01,1.2,0.00558,0.0165
CLAY,1435000,1435000,OP,2011,REG,1.16,1.06,1.26,0.00333,0.0174
CLAY,1435000,1435000,SI,2001,REG,154,149,159,1.01,2.31
CLAY,1435000,1435000,SI,2002,REG,129,126,132,1.01,1.94
CLAY,1435000,1435000,SI,2003,REG,233,227,239,0.979,3.5
CLAY,1435000,1435000,SI,2004,REG,259,252,266,0.929,3.89
CLAY,1435000,1435000,SI,2005,REG,167,162,173,0.83,2.51
CLAY,1435000,1435000,SI,2006,REG,245,241,250,0.915,3.68
CLAY,1435000,1435000,SI,2007,REG,192,189,195,0.923,2.88
CLAY,1435000,1435000,SI,2008,REG,208,204,211,0.874,3.12
CLAY,1435000,1435000,SI,2009,REG,223,219,226,0.911,3.35
CLAY,1435000,1435000,SI,2010,REG,172,169,175,0.872,2.58
CLAY,1435000,1435000,SI,2011,REG,313,304,322,0.899,4.7
CLAY,1435000,1435000,SI,2012,REG,176,172,180,0.918,2.64
CLAY,1435000,1435000,SI,2013,REG,385,377,393,2.07,5.78
CLAY,1435000,1435000,SI,2014,REG,415,399,432,2.03,6.23
CLAY,1435000,1435000,SI,2015,REG,330,318,342,2.06,4.95
CLAY,1435000,1435000,SI,2016,REG,359,347,371,2.34,5.39
CLAY,1435000,1435000,TN,2013,REG_3,85.7,79.2,92.7,0.46,1.29
CLAY,1435000,1435000,TN,2014,REG_3,105,97.2,114,0.515,1.58
CLAY,1435000,1435000,TN,2015,REG_3,75.4,69.6,81.7,0.47,1.13
CLAY,1435000,1435000,TP,1999,REG,0.475,0.256,0.912,0.00326,0.00713
CLAY,1435000,1435000,TP,2000,REG,0.962,0.588,1.63,0.00424,0.0144
CLAY,1435000,1435000,TP,2001,REG,0.603,0.358,0.957,0.00396,0.00905
CLAY,1435000,1435000,TP,2002,REG,0.57,0.436,0.733,0.00445,0.00856
CLAY,1435000,1435000,TP,2003,REG,1.52,1.06,2.12,0.00639,0.0228
CLAY,1435000,1435000,TP,2004,REG,3.78,1.5,7.97,0.0136,0.0568
CLAY,1435000,1435000,TP,2005,REG,3.91,0.656,13.3,0.0194,0.0587
CLAY,1435000,1435000,TP,2006,REG,4.42,1.4,10.7,0.0165,0.0664
CLAY,1435000,1435000,TP,2007,REG,1.57,0.779,2.85,0.00755,0.0236
CLAY,1435000,1435000,TP,2008,REG,2.89,1.13,6.21,0.0121,0.0434
CLAY,1435000,1435000,TP,2009,REG,3.38,1.27,7.47,0.0138,0.0508
CLAY,1435000,1435000,TP,2010,REG,2.58,0.361,9.38,0.0131,0.0387
CLAY,1435000,1435000,TP,2011,REG,3.42,0.112,18.9,0.00983,0.0514
CLAY,1435000,1435000,TP,2013,REG_4,7,1.88,18.6,0.0376,0.105
TREN,1463500,1463500,NH3,1993,REG,450,346,577,0.0364,0.0664
TREN,1463500,1463500,NH3,1994,REG,494,389,619,0.0353,0.0729
TREN,1463500,1463500,NH3,1995,REG,279,224,344,0.0332,0.0412
TREN,1463500,1463500,NH3,1996,REG,779,505,1150,0.0503,0.115
TREN,1463500,1463500,NH3,1997,REG,483,373,616,0.0335,0.0712
TREN,1463500,1463500,NH3,1999,REG,255,137,436,0.0334,0.0376
TREN,1463500,1463500,NH3,2000,REG,185,120,273,0.0152,0.0273
TREN,1463500,1463500,NH3,2001,REG,215,153,294,0.0241,0.0317
TREN,1463500,1463500,NH3,2002,REG,133,88.1,194,0.019,0.0196
TREN,1463500,1463500,NH3,2003,REG,295,177,462,0.0175,0.0435
TREN,1463500,1463500,NH3,2004,REG,228,129,374,0.0127,0.0336
TREN,1463500,1463500,NH3,2005,REG,352,207,562,0.0231,0.0519
TREN,1463500,1463500,NH3,2006,REG,408,52.7,1520,0.0246,0.0602
TREN,1463500,1463500,NH3,2007,REG,329,225,465,0.0235,0.0485
TREN,1463500,1463500,NH3,2008,REG,297,214,400,0.02,0.0438
TREN,1463500,1463500,NH3,2009,REG,232,166,316,0.0174,0.0342
TREN,1463500,1463500,NH3,2010,REG,286,204,391,0.0234,0.0422
TREN,1463500,1463500,NH3,2011,REG,480,384,594,0.0221,0.0708
TREN,1463500,1463500,NH3,2012,REG,255,204,316,0.0205,0.0376
TREN,1463500,1463500,NH3,2013,REG,215,165,276,0.0183,0.0317
TREN,1463500,1463500,NH3,2014,REG,293,204,407,0.0265,0.0432
TREN,1463500,1463500,NH3,2015,REG,196,138,270,0.0238,0.0289
TREN,1463500,1463500,NH3,2016,REG,257,177,361,0.0297,0.0379
TREN,1463500,1463500,NO3_NO2,1993,REG,11100,10300,12100,0.898,1.64
TREN,1463500,1463500,NO3_NO2,1994,REG,12800,11700,13900,0.914,1.89
TREN,1463500,1463500,NO3_NO2,1995,REG,7990,7330,8690,0.951,1.18
TREN,1463500,1463500,NO3_NO2,1996,REG,14900,13600,16400,0.961,2.2
TREN,1463500,1463500,NO3_NO2,1997,REG,13200,12100,14400,0.916,1.95
